IDNUMBO;PRODA;UGBBO;RATIOBO;;IDNUMCA;UGBCA;PRODA;RATIOCA;;IDNUMHE;UGBHE;PRODA;RATIOHE;;IDNUMOV;UGBOV;PRODA;RATIOOV;;IDNUMPO;UGBPO;PRODA;RATIOPO;;TDTE3;;ZENVI
43002;47878;27;1773,259259;;;;;;;44820;22;24987;1135,772727;;;;;;;;;;;;315594;;0
43040;85785,62;27;3177,245185;;;;;;;44876;22;51269,44;2330,429091;;;;;;;;;;;;254506.64;;0
43195;25684;27;951,2592593;;;;;;;45014;22;28545;1297,5;;;;;;;;;;;;128214.73;;0
43848;84524;27;3130,518519;;;;;;;45105;22;27415;1246,136364;;;;;;;;;;;;101696;;0
43880;65458,2;27;2424,377778;;;;;;;45546;22;81576;3708;;;;;;;;;;;;117392.48;;0
44000;26975;27;999,0740741;;;;;;;45657;22;27883;1267,409091;;;;;;;;;;;;458731.92;;0
44016;20797;27;770,2592593;;;;;;;46218;22;128622,57;5846,480455;;;;;;;;;;;;69464;;0
44469;75908;27;2811,407407;;;;;;;46292;22;536452,02;24384,18273;;;;;;;;;;;;619597.17;;0
44699;118536;27;4390,222222;;;;;;;46297;22;24193;1099,681818;;;;;;;;;;;;24159;;0
44771;30738;27;1138,444444;;;;;;;46463;22;9150,79;415,945;;;;;;;;;;;;234646.41;;0
44803;109808;27;4066,962963;;;;;;;46576;22;33370;1516,818182;;;;;;;;;;;;49189;;0
44983;106016,59;27;3926,54037;;;;;;;46633;22;81553,15;3706,961364;;;;;;;;;;;;254290;;0
45231;48167;27;1783,962963;;;;;;;46754;22;64409;2927,681818;;;;;;;;;;;;203933;;0
45409;46420;27;1719,259259;;;;;;;46970;22;107153;4870,590909;;;;;;;;;;;;553049;;0
45465;58304;27;2159,407407;;;;;;;47461;22;293699;13349,95455;;;;;;;;;;;;207262;;0
45493;98719,98;27;3656,295556;;;;;;;47474;22;2987;135,7727273;;;;;;;;;;;;45300;;0
45551;201641;27;7468,185185;;;;;;;47644;22;24051,4;1093,245455;;;;;;;;;;;;77294.85;;0
45564;85532,53;27;3167,871481;;;;;;;47655;22;41239;1874,5;;;;;;;;;;;;509419.72;;0
45718;30155,76;27;1116,88;;;;;;;47740;22;25157;1143,5;;;;;;;;;;;;113563;;0
45782;28784;27;1066,074074;;;;;;;47951;22;58591;2663,227273;;;;;;;;;;;;6057;;0
45815;288308;27;10678,07407;;;;;;;48167;22;16804;763,8181818;;;;;;;;;;;;357851.67;;0
45953;144029,34;27;5334,42;;;;;;;48516;22;123498;5613,545455;;;;;;;;;;;;87580.74;;0
46051;52708,21;27;1952,155926;;;;;;;48784;22;38182;1735,545455;;;;;;;;;;;;235860.76;;0
46056;23988;27;888,4444444;;;;;;;48965;22;43309,87;1968,630455;;;;;;;;;;;;50861;;0
46190;14880;27;551,1111111;;;;;;;49252;22;74747;3397,590909;;;;;;;;;;;;463417;;0
46293;471744;27;17472;;;;;;;49438;22;71662;3257,363636;;;;;;;;;;;;171235;;0
47080;28136,51;27;1042,092963;;;;;;;49439;22;72234;3283,363636;;;;;;;;;;;;477538.26;;0
47331;21904,32;27;811,2711111;;;;;;;49460;22;474410;21564,09091;;;;;;;;;;;;766;;0
47657;50475;27;1869,444444;;;;;;;48085;22;6538;297,1818182;;;;;;;;;;;;59480.85;;0
47715;98802;27;3659,333333;;;;;;;45096;22;16699;759,0454545;;;;;;;;;;;;22933.69;;0
47746;34252;27;1268,592593;;;;;;;46198;22;19292,53;876,9331818;;;;;;;;;;;;271825.23;;0
47751;55480;27;2054,814815;;;;;;;44882;22;39774,53;1807,933182;;;;;;;;;;;;293272.96;;1
47906;64780,69;27;2399,284815;;;;;;;47262;22;20411;927,7727273;;;;;;;;;;;;434532.57;;0
47995;15982;27;591,9259259;;;;;;;6698;23;55875,22;2429,357391;;;;;;;;;;;;582637.14;;0
48135;-14935;27;-553,1481481;;;;;;;8153;23;58061;2524,391304;;;;;;;;;;;;209015;;1
48166;38571;27;1428,555556;;;;;;;46487;23;-9796;-425,9130435;;;;;;;;;;;;344904;;1
48637;446217,8;27;16526,58519;;;;;;;47255;23;36527,48;1588,151304;;;;;;;;;;;;94162;;0
48724;31434;27;1164,222222;;;;;;;48773;23;41321;1796,565217;;;;;;;;;;;;208824;;0
48933;28381;27;1051,148148;;;;;;;49068;23;40702;1769,652174;;;;;;;;;;;;5992;;0
48996;57667,46;27;2135,831852;;;;;;;46252;23;27270;1185,652174;;;;;;;;;;;;18461;;0
49444;72348;27;2679,555556;;;;;;;32735;23;53888,03;2342,957826;;;;;;;;;;;;43314;;0
5293;75944;28;2712,285714;;;;;;;42031;23;40372;1755,304348;;;;;;;;;;;;86812;;0
28517;1202838;28;42958,5;;;;;;;39171;23;68283;2968,826087;;;;;;;;;;;;453865.84;;0
31970;90438,13;28;3229,933214;;;;;;;3639;23;69594;3025,826087;;;;;;;;;;;;139597;;0
32493;488946,17;28;17462,36321;;;;;;;5684;23;77573;3372,73913;;;;;;;;;;;;48364;;0
33509;21471,97;28;766,8560714;;;;;;;20136;23;44086,26;1916,793913;;;;;;;;;;;;111805.47;;0
34143;19376;28;692;;;;;;;26081;23;24925;1083,695652;;;;;;;;;;;;566516.66;;0
35210;53970,64;28;1927,522857;;;;;;;28951;23;21197;921,6086957;;;;;;;;;;;;191032.5;;0
35709;82366;28;2941,642857;;;;;;;32183;23;44526;1935,913043;;;;;;;;;;;;115741.94;;1
36196;68737;28;2454,892857;;;;;;;32570;23;45482;1977,478261;;;;;;;;;;;;47925.58;;0
36475;27760,9;28;991,4607143;;;;;;;33266;23;93830,15;4079,571739;;;;;;;;;;;;70216.4;;0
36980;49668;28;1773,857143;;;;;;;33590;23;40879;1777,347826;;;;;;;;;;;;1260;;0
37006;107868,03;28;3852,429643;;;;;;;33719;23;30650;1332,608696;;;;;;;;;;;;473400;;0
37601;26109;28;932,4642857;;;;;;;33721;23;14971;650,9130435;;;;;;;;;;;;120266;;0
37701;78347;28;2798,107143;;;;;;;34309;23;119713;5204,913043;;;;;;;;;;;;297767;;0
38260;32161,38;28;1148,620714;;;;;;;34444;23;27497,9;1195,56087;;;;;;;;;;;;8549.68;;0
38388;30209;28;1078,892857;;;;;;;37581;23;84643,53;3680,153478;;;;;;;;;;;;24121.84;;0
38985;67576;28;2413,428571;;;;;;;38007;23;8929;388,2173913;;;;;;;;;;;;393487.7;;0
40338;25578;28;913,5;;;;;;;38803;23;59338;2579,913043;;;;;;;;;;;;39922;;0
40952;118875;28;4245,535714;;;;;;;39010;23;42732;1857,913043;;;;;;;;;;;;401295;;0
41392;80883;28;2888,678571;;;;;;;39053;23;65490;2847,391304;;;;;;;;;;;;4869.19;;0
41453;76494;28;2731,928571;;;;;;;39151;23;94796,74;4121,597391;;;;;;;;;;;;338330;;0
41481;150536,97;28;5376,320357;;;;;;;39306;23;92876;4038,086957;;;;;;;;;;;;131068;;0
41491;37438;28;1337,071429;;;;;;;39350;23;38898;1691,217391;;;;;;;;;;;;500759;;0
41571;19910;28;711,0714286;;;;;;;39642;23;31011,4;1348,321739;;;;;;;;;;;;236270;;0
41685;84793;28;3028,321429;;;;;;;39952;23;101833,3;4427,534783;;;;;;;;;;;;734915;;0
41929;48929,34;28;1747,476429;;;;;;;40096;23;25690;1116,956522;;;;;;;;;;;;422970;;0
42284;134386;28;4799,5;;;;;;;40325;23;30826;1340,26087;;;;;;;;;;;;75573;;0
42553;173596;28;6199,857143;;;;;;;40347;23;4750;206,5217391;;;;;;;;;;;;504227;;0
42622;32800;28;1171,428571;;;;;;;40524;23;83878,58;3646,894783;;;;;;;;;;;;33605;;0
42779;17354;28;619,7857143;;;;;;;40587;23;35576;1546,782609;;;;;;;;;;;;29675.22;;0
42896;71281,43;28;2545,765357;;;;;;;40890;23;1723;74,91304348;;;;;;;;;;;;215578.47;;0
42968;96915,56;28;3461,27;;;;;;;41046;23;34557;1502,478261;;;;;;;;;;;;149523.1;;0
43101;230496,12;28;8232,004286;;;;;;;41079;23;61780,65;2686,115217;;;;;;;;;;;;830361.9;;0
43507;71034,32;28;2536,94;;;;;;;41096;23;107032,93;4653,605652;;;;;;;;;;;;486303.84;;0
43770;87973,03;28;3141,893929;;;;;;;41115;23;21398;930,3478261;;;;;;;;;;;;229019.99;;0
43903;100533,4;28;3590,478571;;;;;;;41156;23;20626;896,7826087;;;;;;;;;;;;80377.86;;0
44991;18218;28;650,6428571;;;;;;;41187;23;21101;917,4347826;;;;;;;;;;;;365741;;0
45054;29364;28;1048,714286;;;;;;;41211;23;59860,66;2602,637391;;;;;;;;;;;;335390.7;;0
45166;46369;28;1656,035714;;;;;;;41305;23;81940;3562,608696;;;;;;;;;;;;936809;;0
45386;37188,69;28;1328,1675;;;;;;;41499;23;64434;2801,478261;;;;;;;;;;;;130982;;0
45547;94193;28;3364,035714;;;;;;;41515;23;67647;2941,173913;;;;;;;;;;;;56214;;0
45581;150201,78;28;5364,349286;;;;;;;41824;23;140736;6118,956522;;;;;;;;;;;;160785.3;;0
45613;45067,74;28;1609,562143;;;;;;;41874;23;66858;2906,869565;;;;;;;;;;;;98093.04;;0
45971;421260;28;15045;;;;;;;42140;23;92257;4011,173913;;;;;;;;;;;;113196.94;;0
46108;65576,23;28;2342,008214;;;;;;;42269;23;73371,78;3190,077391;;;;;;;;;;;;390964;;0
46176;35754,38;28;1276,942143;;;;;;;42768;23;49564;2154,956522;;;;;;;;;;;;82119;;0
46539;34690;28;1238,928571;;;;;;;43485;23;35359;1537,347826;;;;;;;;;;;;120672;;0
46760;89040;28;3180;;;;;;;43510;23;47195,96;2051,998261;;;;;;;;;;;;282209;;0
46943;98717;28;3525,607143;;;;;;;43630;23;24269,36;1055,189565;;;;;;;;;;;;88457;;0
46955;68138;28;2433,5;;;;;;;43842;23;44739;1945,173913;;;;;;;;;;;;50444;;0
47946;33880;28;1210;;;;;;;43857;23;77328;3362,086957;;;;;;;;;;;;21987;;0
47985;68303,29;28;2439,403214;;;;;;;44628;23;45831;1992,652174;;;;;;;;;;;;504918;;0
48340;204993,69;28;7321,203214;;;;;;;44752;23;23015;1000,652174;;;;;;;;;;;;456433;;0
48360;36474;28;1302,642857;;;;;;;45232;23;57650,18;2506,529565;;;;;;;;;;;;271029;;0
48424;26670,03;28;952,5010714;;;;;;;45414;23;17381;755,6956522;;;;;;;;;;;;257979;;0
48555;48379;28;1727,821429;;;;;;;45472;23;35912;1561,391304;;;;;;;;;;;;119314;;0
48761;39823,8;28;1422,278571;;;;;;;45544;23;11862,33;515,7534783;;;;;;;;;;;;243510;;0
49105;34267;28;1223,821429;;;;;;;45550;23;16162,59;702,7213043;;;;;;;;;;;;33099;;0
49125;27873;28;995,4642857;;;;;;;45938;23;15591;677,8695652;;;;;;;;;;;;44814.26;;0
49251;26953;28;962,6071429;;;;;;;46068;23;15292,32;664,8834783;;;;;;;;;;;;165897.27;;0
6643;22275;29;768,1034483;;;;;;;46220;23;51376,51;2233,761304;;;;;;;;;;;;17390;;0
8374;74848,45;29;2580,981034;;;;;;;46344;23;16476,82;716,3834783;;;;;;;;;;;;38473;;0
9350;19221,96;29;662,8262069;;;;;;;46346;23;17897;778,1304348;;;;;;;;;;;;32966.61;;0
22083;30666;29;1057,448276;;;;;;;46520;23;7669;333,4347826;;;;;;;;;;;;136101.24;;0
28821;32233;29;1111,482759;;;;;;;46661;23;67113;2917,956522;;;;;;;;;;;;30521.52;;0
30638;13985;29;482,2413793;;;;;;;46755;23;54778;2381,652174;;;;;;;;;;;;49267;;0
30706;28320;29;976,5517241;;;;;;;46900;23;56431;2453,521739;;;;;;;;;;;;23164.56;;1
33245;2297;29;79,20689655;;;;;;;46935;23;77141;3353,956522;;;;;;;;;;;;1813.12;;1
34314;71296;29;2458,482759;;;;;;;47112;23;10045;436,7391304;;;;;;;;;;;;10101;;0
35242;25851;29;891,4137931;;;;;;;47240;23;62582,09;2720,960435;;;;;;;;;;;;1361.78;;0
36119;65430;29;2256,206897;;;;;;;47603;23;25010;1087,391304;;;;;;;;;;;;42920.14;;0
37327;54116,8;29;1866,096552;;;;;;;47608;23;26448;1149,913043;;;;;;;;;;;;199552.01;;0
37798;105711;29;3645,206897;;;;;;;47869;23;25289;1099,521739;;;;;;;;;;;;158638.36;;0
38509;39723,94;29;1369,791034;;;;;;;48675;23;16013,71;696,2482609;;;;;;;;;;;;1788.6;;0
38709;285863;29;9857,344828;;;;;;;48714;23;47387,93;2060,344783;;;;;;;;;;;;179424.23;;0
39026;62378,13;29;2150,97;;;;;;;48751;23;10844;471,4782609;;;;;;;;;;;;387245.75;;0
39039;64984,44;29;2240,842759;;;;;;;48789;23;63052;2741,391304;;;;;;;;;;;;38694.42;;0
39946;30251;29;1043,137931;;;;;;;48987;23;7158;311,2173913;;;;;;;;;;;;180167.13;;0
40488;94029;29;3242,37931;;;;;;;49062;23;44177;1920,73913;;;;;;;;;;;;23235.81;;0
40490;116528;29;4018,206897;;;;;;;44422;24;32386,7;1349,445833;;;;;;;;;;;;171990.12;;0
40778;63094,53;29;2175,673448;;;;;;;44593;24;34836;1451,5;;;;;;;;;;;;19666.54;;0
41033;78031;29;2690,724138;;;;;;;47785;24;47119,35;1963,30625;;;;;;;;;;;;14613.45;;0
41207;38016;29;1310,896552;;;;;;;47870;24;46542,68;1939,278333;;;;;;;;;;;;111338;;0
41489;63724;29;2197,37931;;;;;;;43930;24;37712,49;1571,35375;;;;;;;;;;;;132263;;0
41497;44760,26;29;1543,457241;;;;;;;40400;24;-7307,74;-304,4891667;;;;;;;;;;;;132695.47;;0
41500;63000;29;2172,413793;;;;;;;4084;24;47817;1992,375;;;;;;;;;;;;574192.86;;0
41954;39866;29;1374,689655;;;;;;;47182;24;82070,22;3419,5925;;;;;;;;;;;;41988.64;;1
41978;39679;29;1368,241379;;;;;;;43775;24;52470,69;2186,27875;;;;;;;;;;;;72486;;0
42025;32726,97;29;1128,516207;;;;;;;46775;24;180231,33;7509,63875;;;;;;;;;;;;173619.06;;0
42164;38753,61;29;1336,331379;;;;;;;47089;24;18385;766,0416667;;;;;;;;;;;;7814.87;;0
43189;83803;29;2889,758621;;;;;;;42387;24;46627;1942,791667;;;;;;;;;;;;212374.91;;1
44656;127288,33;29;4389,252759;;;;;;;44674;24;84427;3517,791667;;;;;;;;;;;;191417;;0
44769;55202;29;1903,517241;;;;;;;29102;24;70215,64;2925,651667;;;;;;;;;;;;84072.76;;0
45223;88971;29;3067,965517;;;;;;;37035;24;75233;3134,708333;;;;;;;;;;;;10352;;1
45406;24661;29;850,3793103;;;;;;;43665;24;28169;1173,708333;;;;;;;;;;;;2206250;;0
45429;122227,89;29;4214,754828;;;;;;;45230;24;40792;1699,666667;;;;;;;;;;;;76843;;1
45799;81311,92;29;2803,85931;;;;;;;1721;24;81950,29;3414,595417;;;;;;;;;;;;38179.84;;0
45976;45207;29;1558,862069;;;;;;;3460;24;34787;1449,458333;;;;;;;;;;;;184931;;0
45983;69530;29;2397,586207;;;;;;;20348;24;115451;4810,458333;;;;;;;;;;;;361883;;0
46110;86648,51;29;2987,879655;;;;;;;23390;24;40780,87;1699,202917;;;;;;;;;;;;105914;;0
46368;54303;29;1872,517241;;;;;;;27618;24;25361,82;1056,7425;;;;;;;;;;;;25945.43;;0
46777;40758;29;1405,448276;;;;;;;27901;24;31858;1327,416667;;;;;;;;;;;;261754.7;;0
46956;18905,19;29;651,9031034;;;;;;;31997;24;53913;2246,375;;;;;;;;;;;;2326289.44;;0
47453;33330;29;1149,310345;;;;;;;32284;24;55882;2328,416667;;;;;;;;;;;;57696;;0
47475;51751;29;1784,517241;;;;;;;33270;24;72444;3018,5;;;;;;;;;;;;213667.46;;0
47477;70426;29;2428,482759;;;;;;;33844;24;66385;2766,041667;;;;;;;;;;;;474602;;0
47685;24748;29;853,3793103;;;;;;;34801;24;31363;1306,791667;;;;;;;;;;;;603444;;1
47996;55225,9;29;1904,341379;;;;;;;34969;24;6024;251;;;;;;;;;;;;365266.07;;0
48129;67613;29;2331,482759;;;;;;;35016;24;14487,15;603,63125;;;;;;;;;;;;76930;;0
48304;66451,25;29;2291,422414;;;;;;;36092;24;21578,76;899,115;;;;;;;;;;;;580920;;0
48498;264665;29;9126,37931;;;;;;;36890;24;57934,07;2413,919583;;;;;;;;;;;;208918;;0
48614;77636;29;2677,103448;;;;;;;36899;24;71219,11;2967,462917;;;;;;;;;;;;147759;;0
49199;182998;29;6310,275862;;;;;;;37009;24;23642,05;985,0854167;;;;;;;;;;;;81187;;0
2289;109818;30;3660,6;;;;;;;37110;24;27677;1153,208333;;;;;;;;;;;;5408;;0
28941;97800,23;30;3260,007667;;;;;;;37114;24;19582;815,9166667;;;;;;;;;;;;11629;;0
29346;52557;30;1751,9;;;;;;;37375;24;49371,79;2057,157917;;;;;;;;;;;;246986.71;;0
31085;31881;30;1062,7;;;;;;;37571;24;78457,52;3269,063333;;;;;;;;;;;;169160;;1
32956;24421,32;30;814,044;;;;;;;37987;24;172555,69;7189,820417;;;;;;;;;;;;68467.59;;0
32962;26399,6;30;879,9866667;;;;;;;38887;24;49708;2071,166667;;;;;;;;;;;;41631;;0
33070;33684,45;30;1122,815;;;;;;;39226;24;28011;1167,125;;;;;;;;;;;;131752;;0
34528;87257;30;2908,566667;;;;;;;39457;24;29478;1228,25;;;;;;;;;;;;68579;;0
34941;38287;30;1276,233333;;;;;;;39858;24;83263;3469,291667;;;;;;;;;;;;300050;;0
36205;49938;30;1664,6;;;;;;;40955;24;183958;7664,916667;;;;;;;;;;;;13077;;0
36283;80468;30;2682,266667;;;;;;;41457;24;80582;3357,583333;;;;;;;;;;;;224150;;0
36784;107281,89;30;3576,063;;;;;;;41807;24;20279,06;844,9608333;;;;;;;;;;;;217758.5;;0
36997;76652,63;30;2555,087667;;;;;;;41830;24;29212;1217,166667;;;;;;;;;;;;226111;;0
37665;19571,78;30;652,3926667;;;;;;;42369;24;140131;5838,791667;;;;;;;;;;;;343037;;0
37719;131455,44;30;4381,848;;;;;;;42402;24;192891;8037,125;;;;;;;;;;;;21564.52;;0
37839;98545;30;3284,833333;;;;;;;42747;24;21795;908,125;;;;;;;;;;;;680.35;;0
39170;66371,16;30;2212,372;;;;;;;42787;24;47255,31;1968,97125;;;;;;;;;;;;331943.43;;0
39493;55987;30;1866,233333;;;;;;;42913;24;49912,64;2079,693333;;;;;;;;;;;;362558;;0
39872;108778;30;3625,933333;;;;;;;42981;24;58607;2441,958333;;;;;;;;;;;;96193;;0
39949;10133,97;30;337,799;;;;;;;43187;24;84719;3529,958333;;;;;;;;;;;;1284893;;0
40231;57667;30;1922,233333;;;;;;;43199;24;80908;3371,166667;;;;;;;;;;;;88561;;0
40405;107467,8;30;3582,26;;;;;;;43518;24;29462;1227,583333;;;;;;;;;;;;0;;0
41407;42295;30;1409,833333;;;;;;;43531;24;25622;1067,583333;;;;;;;;;;;;124206.15;;0
41575;32615,62;30;1087,187333;;;;;;;43564;24;8156;339,8333333;;;;;;;;;;;;166189.27;;0
42342;19639,68;30;654,656;;;;;;;43570;24;132356;5514,833333;;;;;;;;;;;;74648.27;;0
43509;22627,25;30;754,2416667;;;;;;;43787;24;46431,21;1934,63375;;;;;;;;;;;;157212.56;;0
43999;24690;30;823;;;;;;;43823;24;87506;3646,083333;;;;;;;;;;;;113607;;0
44061;96431;30;3214,366667;;;;;;;44170;24;23571;982,125;;;;;;;;;;;;60854.86;;0
44653;26512;30;883,7333333;;;;;;;44484;24;68310;2846,25;;;;;;;;;;;;313804;;0
44676;49816,28;30;1660,542667;;;;;;;44625;24;36162;1506,75;;;;;;;;;;;;139421;;0
44790;108305;30;3610,166667;;;;;;;44778;24;43585,86;1816,0775;;;;;;;;;;;;941279.57;;0
45131;70142;30;2338,066667;;;;;;;44830;24;14242;593,4166667;;;;;;;;;;;;531787;;0
45347;52342;30;1744,733333;;;;;;;44966;24;20654,99;860,6245833;;;;;;;;;;;;267943;;0
45701;60745;30;2024,833333;;;;;;;45036;24;13450,37;560,4320833;;;;;;;;;;;;201889;;0
46113;45688,35;30;1522,945;;;;;;;45398;24;64666;2694,416667;;;;;;;;;;;;188368;;0
46165;76650;30;2555;;;;;;;45685;24;178300,21;7429,175417;;;;;;;;;;;;270224;;0
46317;543572;30;18119,06667;;;;;;;46199;24;189213,56;7883,898333;;;;;;;;;;;;284773.53;;0
46342;109097;30;3636,566667;;;;;;;46561;24;31902;1329,25;;;;;;;;;;;;73453;;0
46803;84444;30;2814,8;;;;;;;46757;24;68687;2861,958333;;;;;;;;;;;;122481;;0
46934;88500;30;2950;;;;;;;47288;24;60770;2532,083333;;;;;;;;;;;;109401;;0
47113;39018;30;1300,6;;;;;;;47673;24;44768;1865,333333;;;;;;;;;;;;151343;;0
47406;31002;30;1033,4;;;;;;;47692;24;4399;183,2916667;;;;;;;;;;;;369579;;1
47441;104671;30;3489,033333;;;;;;;47737;24;-64;-2,666666667;;;;;;;;;;;;110110;;0
47749;35268;30;1175,6;;;;;;;47745;24;42512;1771,333333;;;;;;;;;;;;161994;;0
48467;86121,12;30;2870,704;;;;;;;48127;24;60689;2528,708333;;;;;;;;;;;;476521;;1
48630;85739,96;30;2857,998667;;;;;;;48810;24;36226;1509,416667;;;;;;;;;;;;12028;;0
48638;16992,04;30;566,4013333;;;;;;;48972;24;71957,57;2998,232083;;;;;;;;;;;;113371.5;;0
48659;14493,47;30;483,1156667;;;;;;;48977;24;25488;1062;;;;;;;;;;;;196224.24;;0
49013;112785;30;3759,5;;;;;;;49054;24;89100;3712,5;;;;;;;;;;;;5078.64;;0
49248;36993;30;1233,1;;;;;;;49095;24;29182,86;1215,9525;;;;;;;;;;;;855.41;;0
49401;110856;30;3695,2;;;;;;;49231;24;55210;2300,416667;;;;;;;;;;;;401576.05;;0
49421;118079;30;3935,966667;;;;;;;49303;24;101196;4216,5;;;;;;;;;;;;279433.34;;0
27492;29065;31;937,5806452;;;;;;;49436;24;66963;2790,125;;;;;;;;;;;;797380;;0
29189;30924,87;31;997,5764516;;;;;;;46087;24;2005;83,54166667;;;;;;;;;;;;375079;;0
29249;71742;31;2314,258065;;;;;;;5717;25;108328;4333,12;;;;;;;;;;;;17540;;0
30170;103174,78;31;3328,21871;;;;;;;30244;25;49686,57;1987,4628;;;;;;;;;;;;616178;;0
32066;29272;31;944,2580645;;;;;;;30297;25;39595;1583,8;;;;;;;;;;;;256480;;0
32257;81517;31;2629,580645;;;;;;;39634;25;48639;1945,56;;;;;;;;;;;;291048.32;;0
32775;31789;31;1025,451613;;;;;;;44215;25;73422,71;2936,9084;;;;;;;;;;;;27880;;0
32971;26059;31;840,6129032;;;;;;;47042;25;16500;660;;;;;;;;;;;;91543;;0
32988;112148;31;3617,677419;;;;;;;48542;25;82076,43;3283,0572;;;;;;;;;;;;2401821;;0
33523;82599,77;31;2664,50871;;;;;;;49399;25;78094;3123,76;;;;;;;;;;;;234985;;0
34142;81866;31;2640,83871;;;;;;;49418;25;89486,31;3579,4524;;;;;;;;;;;;1223573;;0
34146;67468;31;2176,387097;;;;;;;40504;25;61362,87;2454,5148;;;;;;;;;;;;99028;;0
34367;24051;31;775,8387097;;;;;;;42966;25;84568,64;3382,7456;;;;;;;;;;;;56481;;0
34726;90298;31;2912,83871;;;;;;;48504;25;76960,39;3078,4156;;;;;;;;;;;;762031.04;;0
35366;140782;31;4541,354839;;;;;;;41032;25;60798;2431,92;;;;;;;;;;;;5759.34;;0
35442;92765,08;31;2992,421935;;;;;;;41367;25;48432,92;1937,3168;;;;;;;;;;;;115609;;0
35882;28735;31;926,9354839;;;;;;;43028;25;61923;2476,92;;;;;;;;;;;;34931;;0
36026;61562;31;1985,870968;;;;;;;44689;25;48927;1957,08;;;;;;;;;;;;225256;;0
36737;46403;31;1496,870968;;;;;;;2349;25;79481;3179,24;;;;;;;;;;;;588;;0
37058;87219;31;2813,516129;;;;;;;2568;25;90792;3631,68;;;;;;;;;;;;0;;0
37181;31174;31;1005,612903;;;;;;;4083;25;60540;2421,6;;;;;;;;;;;;53990;;0
37368;25683;31;828,483871;;;;;;;8098;25;103012,91;4120,5164;;;;;;;;;;;;213472.92;;0
37584;15296;31;493,4193548;;;;;;;8351;25;16852;674,08;;;;;;;;;;;;620445;;0
37692;72584;31;2341,419355;;;;;;;18331;25;80527,08;3221,0832;;;;;;;;;;;;89444;;0
37918;81267;31;2621,516129;;;;;;;22168;25;28363,69;1134,5476;;;;;;;;;;;;111864;;0
38011;14240,01;31;459,3551613;;;;;;;24628;25;20030,67;801,2268;;;;;;;;;;;;313418;;0
38047;74540;31;2404,516129;;;;;;;27649;25;63732;2549,28;;;;;;;;;;;;1678;;0
38239;71838;31;2317,354839;;;;;;;30919;25;154731;6189,24;;;;;;;;;;;;99095;;0
38452;60191,96;31;1941,676129;;;;;;;31991;25;18153;726,12;;;;;;;;;;;;7746.97;;0
38870;67041,02;31;2162,613548;;;;;;;32970;25;21724;868,96;;;;;;;;;;;;27431;;0
38935;118076,34;31;3808,914194;;;;;;;34076;25;43676,03;1747,0412;;;;;;;;;;;;60725;;0
39059;51807,74;31;1671,217419;;;;;;;34728;25;33016;1320,64;;;;;;;;;;;;468874;;0
39293;217339;31;7010,935484;;;;;;;36428;25;70906;2836,24;;;;;;;;;;;;1539066;;0
40242;48723;31;1571,709677;;;;;;;36623;25;12832;513,28;;;;;;;;;;;;196530;;0
40306;39642;31;1278,774194;;;;;;;36810;25;69220,87;2768,8348;;;;;;;;;;;;56334;;0
40518;81666;31;2634,387097;;;;;;;38607;25;73767;2950,68;;;;;;;;;;;;2203746;;0
40572;73402;31;2367,806452;;;;;;;38672;25;30157;1206,28;;;;;;;;;;;;130590;;0
40636;100966;31;3256,967742;;;;;;;38739;25;33831;1353,24;;;;;;;;;;;;96102;;0
40732;35955;31;1159,83871;;;;;;;39435;25;30580;1223,2;;;;;;;;;;;;18508;;0
41341;95350,6;31;3075,825806;;;;;;;39535;25;6014,39;240,5756;;;;;;;;;;;;26460;;0
42308;53144;31;1714,322581;;;;;;;39537;25;66830,29;2673,2116;;;;;;;;;;;;18785;;0
42788;18508,61;31;597,0519355;;;;;;;39846;25;69512;2780,48;;;;;;;;;;;;36861;;0
43030;76419;31;2465,129032;;;;;;;40420;25;91212,54;3648,5016;;;;;;;;;;;;135006;;0
43538;186012;31;6000,387097;;;;;;;41063;25;32126;1285,04;;;;;;;;;;;;186134;;0
43558;61843;31;1994,935484;;;;;;;41689;25;43422;1736,88;;;;;;;;;;;;64261;;0
43761;92614,87;31;2987,576452;;;;;;;41800;25;-7554;-302,16;;;;;;;;;;;;10301;;0
43825;106680;31;3441,290323;;;;;;;41838;25;91231;3649,24;;;;;;;;;;;;48264;;0
44179;37736;31;1217,290323;;;;;;;42255;25;72622;2904,88;;;;;;;;;;;;103654;;0
44232;25862;31;834,2580645;;;;;;;42256;25;-11079;-443,16;;;;;;;;;;;;622120.31;;0
44372;10404,65;31;335,633871;;;;;;;42305;25;63044;2521,76;;;;;;;;;;;;415217;;1
44374;56595,51;31;1825,661613;;;;;;;42540;25;86141;3445,64;;;;;;;;;;;;54423;;0
44540;88669,81;31;2860,316452;;;;;;;42608;25;80948;3237,92;;;;;;;;;;;;78721;;0
44806;141604;31;4567,870968;;;;;;;42867;25;29884,44;1195,3776;;;;;;;;;;;;274390;;0
44910;55242;31;1782;;;;;;;42893;25;33139;1325,56;;;;;;;;;;;;79851;;0
45063;21884,24;31;705,9432258;;;;;;;42967;25;90936,92;3637,4768;;;;;;;;;;;;358886;;0
45226;61775,68;31;1992,763871;;;;;;;43105;25;75263,04;3010,5216;;;;;;;;;;;;201099.14;;0
45249;41221;31;1329,709677;;;;;;;43952;25;55374;2214,96;;;;;;;;;;;;75259;;0
