IDNUMBO;PRODA;UGBBO;RATIOBO;;IDNUMCA;UGBCA;PRODA;RATIOCA;;IDNUMHE;UGBHE;PRODA;RATIOHE;;IDNUMOV;UGBOV;PRODA;RATIOOV;;IDNUMPO;UGBPO;PRODA;RATIOPO;;TDTE3;;ZENVI
46325;17068;16;1066,75;;;;;;;27190;14;9320;665,7142857;;;;;;;;;;;;457567;;0
46329;8198;16;512,375;;;;;;;27282;14;24571;1755,071429;;;;;;;;;;;;167846;;0
46505;72406;16;4525,375;;;;;;;27828;14;34808;2486,285714;;;;;;;;;;;;330012;;0
46534;26364;16;1647,75;;;;;;;33946;14;59564;4254,571429;;;;;;;;;;;;25246;;0
46541;41193;16;2574,5625;;;;;;;34020;14;13905;993,2142857;;;;;;;;;;;;58102;;0
46798;631638;16;39477,375;;;;;;;34505;14;18046;1289;;;;;;;;;;;;67288;;0
46847;48004,84;16;3000,3025;;;;;;;35289;14;39114;2793,857143;;;;;;;;;;;;1433858;;0
46858;10938;16;683,625;;;;;;;35451;14;0;0;;;;;;;;;;;;886291;;0
46962;44732,37;16;2795,773125;;;;;;;36253;14;13406;957,5714286;;;;;;;;;;;;362229;;0
47059;33869;16;2116,8125;;;;;;;36308;14;24358,65;1739,903571;;;;;;;;;;;;291328;;0
47093;15108;16;944,25;;;;;;;37902;14;15115,5;1079,678571;;;;;;;;;;;;472691;;0
47094;8537;16;533,5625;;;;;;;38200;14;11948;853,4285714;;;;;;;;;;;;475792.37;;0
47120;21321;16;1332,5625;;;;;;;38393;14;17293;1235,214286;;;;;;;;;;;;66123.69;;0
47182;82070,22;16;5129,38875;;;;;;;38457;14;24013;1715,214286;;;;;;;;;;;;595487;;0
47235;43210;16;2700,625;;;;;;;38786;14;135731;9695,071429;;;;;;;;;;;;103751.77;;0
47348;9164;16;572,75;;;;;;;38930;14;204597;14614,07143;;;;;;;;;;;;1478611;;0
47402;14793;16;924,5625;;;;;;;39386;14;41134;2938,142857;;;;;;;;;;;;119107;;0
47485;32266,14;16;2016,63375;;;;;;;39887;14;37463;2675,928571;;;;;;;;;;;;343949.02;;1
47617;53849;16;3365,5625;;;;;;;39983;14;32213,19;2300,942143;;;;;;;;;;;;50988.49;;0
47667;8712;16;544,5;;;;;;;40327;14;5505;393,2142857;;;;;;;;;;;;197748;;0
47750;850;16;53,125;;;;;;;40905;14;26804;1914,571429;;;;;;;;;;;;284923;;0
47840;85684,15;16;5355,259375;;;;;;;40995;14;14316;1022,571429;;;;;;;;;;;;438988;;0
47918;57086;16;3567,875;;;;;;;41013;14;21310;1522,142857;;;;;;;;;;;;1034107;;0
47927;50659;16;3166,1875;;;;;;;41030;14;39568;2826,285714;;;;;;;;;;;;211346.49;;0
48101;22342,54;16;1396,40875;;;;;;;41132;14;80354;5739,571429;;;;;;;;;;;;697324;;0
48478;99333,92;16;6208,37;;;;;;;41263;14;45802;3271,571429;;;;;;;;;;;;368248;;0
48973;143037,56;16;8939,8475;;;;;;;41327;14;6034;431;;;;;;;;;;;;264359;;0
48985;7566;16;472,875;;;;;;;41356;14;27091;1935,071429;;;;;;;;;;;;538374;;0
49004;47262;16;2953,875;;;;;;;41409;14;31802;2271,571429;;;;;;;;;;;;296519.19;;0
49033;37607;16;2350,4375;;;;;;;42020;14;14922;1065,857143;;;;;;;;;;;;414512;;0
49048;18517;16;1157,3125;;;;;;;42083;14;19413;1386,642857;;;;;;;;;;;;639248;;0
49179;14552;16;909,5;;;;;;;42321;14;22713;1622,357143;;;;;;;;;;;;116789.19;;0
49269;110425,52;16;6901,595;;;;;;;43116;14;37032,47;2645,176429;;;;;;;;;;;;291207.73;;0
49289;21096,18;16;1318,51125;;;;;;;43144;14;19135;1366,785714;;;;;;;;;;;;247570;;0
49389;14546;16;909,125;;;;;;;43544;14;46442;3317,285714;;;;;;;;;;;;397008;;0
49503;37970,78;16;2373,17375;;;;;;;43561;14;8618,79;615,6278571;;;;;;;;;;;;20292;;0
49512;22105,82;16;1381,61375;;;;;;;43568;14;10818;772,7142857;;;;;;;;;;;;170857;;0
49523;52559,37;16;3284,960625;;;;;;;43820;14;28400;2028,571429;;;;;;;;;;;;392529;;0
1795;49557;17;2915,117647;;;;;;;43979;14;17367;1240,5;;;;;;;;;;;;122433;;0
3642;34185;17;2010,882353;;;;;;;44019;14;45060,84;3218,631429;;;;;;;;;;;;164651;;0
5258;18207;17;1071;;;;;;;44040;14;37559,81;2682,843571;;;;;;;;;;;;13145.48;;0
6186;59386;17;3493,294118;;;;;;;44155;14;168779,8;12055,7;;;;;;;;;;;;8977;;0
6641;54351;17;3197,117647;;;;;;;44255;14;7779;555,6428571;;;;;;;;;;;;19952.48;;0
19980;10315,33;17;606,7841176;;;;;;;44265;14;16659;1189,928571;;;;;;;;;;;;328041;;0
22379;916;17;53,88235294;;;;;;;44283;14;38060;2718,571429;;;;;;;;;;;;57249;;0
24144;285542;17;16796,58824;;;;;;;44673;14;26117;1865,5;;;;;;;;;;;;507882;;0
26049;23478,46;17;1381,085882;;;;;;;44868;14;3815,27;272,5192857;;;;;;;;;;;;80248.55;;0
26507;69362,73;17;4080,160588;;;;;;;45130;14;15585,49;1113,249286;;;;;;;;;;;;94516.93;;0
29556;43766,08;17;2574,475294;;;;;;;45132;14;22436;1602,571429;;;;;;;;;;;;77346;;0
31040;36841;17;2167,117647;;;;;;;45148;14;225538;16109,85714;;;;;;;;;;;;95733;;0
31060;40461,18;17;2380,069412;;;;;;;45350;14;3056;218,2857143;;;;;;;;;;;;1451488.48;;0
33789;-3855;17;-226,7647059;;;;;;;45626;14;36745;2624,642857;;;;;;;;;;;;218405.73;;0
33819;387756,19;17;22809,18765;;;;;;;46053;14;29083;2077,357143;;;;;;;;;;;;4790;;0
34677;66597;17;3917,470588;;;;;;;46175;14;14283,88;1020,277143;;;;;;;;;;;;36042;;0
35224;13629;17;801,7058824;;;;;;;46305;14;90487;6463,357143;;;;;;;;;;;;62413.5;;0
35597;24031;17;1413,588235;;;;;;;46382;14;55364;3954,571429;;;;;;;;;;;;302081;;0
36244;-1655;17;-97,35294118;;;;;;;46497;14;27093;1935,214286;;;;;;;;;;;;199930;;0
37195;15499;17;911,7058824;;;;;;;46611;14;4938,51;352,7507143;;;;;;;;;;;;5421.96;;0
37459;6361;17;374,1764706;;;;;;;46702;14;33188,98;2370,641429;;;;;;;;;;;;19537;;0
38018;25614;17;1506,705882;;;;;;;46876;14;394652;28189,42857;;;;;;;;;;;;38358;;1
38065;20420;17;1201,176471;;;;;;;46877;14;319609;22829,21429;;;;;;;;;;;;191477.59;;0
38068;20807;17;1223,941176;;;;;;;46917;14;26089;1863,5;;;;;;;;;;;;373006;;0
38450;106382;17;6257,764706;;;;;;;46971;14;12276,75;876,9107143;;;;;;;;;;;;78142;;0
38832;47855,59;17;2815,034706;;;;;;;47164;14;41731,7;2980,835714;;;;;;;;;;;;93126.3;;0
39448;58000;17;3411,764706;;;;;;;47341;14;69933;4995,214286;;;;;;;;;;;;156504.25;;0
39643;26786,41;17;1575,671176;;;;;;;47565;14;17230;1230,714286;;;;;;;;;;;;124228.83;;0
39693;39523,96;17;2324,938824;;;;;;;47615;14;41792;2985,142857;;;;;;;;;;;;115232.89;;0
39732;16864;17;992;;;;;;;47647;14;23140;1652,857143;;;;;;;;;;;;37466.36;;0
40345;14071;17;827,7058824;;;;;;;47671;14;19021;1358,642857;;;;;;;;;;;;269465;;0
40506;47778,64;17;2810,508235;;;;;;;47689;14;40850;2917,857143;;;;;;;;;;;;11429;;0
40637;18727;17;1101,588235;;;;;;;47691;14;14124;1008,857143;;;;;;;;;;;;209170.06;;0
40804;31724;17;1866,117647;;;;;;;47699;14;17035,39;1216,813571;;;;;;;;;;;;159276;;0
40903;41459;17;2438,764706;;;;;;;47728;14;8948;639,1428571;;;;;;;;;;;;42502;;0
41070;16211,22;17;953,6011765;;;;;;;47735;14;16708;1193,428571;;;;;;;;;;;;279376;;0
41087;10100;17;594,1176471;;;;;;;48150;14;15941;1138,642857;;;;;;;;;;;;686207;;0
41406;22698;17;1335,176471;;;;;;;48429;14;15453;1103,785714;;;;;;;;;;;;533601;;0
41609;13733;17;807,8235294;;;;;;;48481;14;55895,2;3992,514286;;;;;;;;;;;;757423;;0
41741;134921;17;7936,529412;;;;;;;48521;14;11546,65;824,7607143;;;;;;;;;;;;466268.32;;0
41768;321674;17;18922;;;;;;;48544;14;49969;3569,214286;;;;;;;;;;;;245396.72;;0
41837;65280;17;3840;;;;;;;48636;14;67403,15;4814,510714;;;;;;;;;;;;432191;;0
41951;31837,47;17;1872,792353;;;;;;;48721;14;27618,68;1972,762857;;;;;;;;;;;;716274;;0
42416;471284,56;17;27722,62118;;;;;;;48729;14;19169,19;1369,227857;;;;;;;;;;;;678623;;0
42486;49874;17;2933,764706;;;;;;;48785;14;64261;4590,071429;;;;;;;;;;;;102023;;0
42492;35459,36;17;2085,844706;;;;;;;48940;14;20789;1484,928571;;;;;;;;;;;;232994;;0
42531;136050;17;8002,941176;;;;;;;48951;14;26037;1859,785714;;;;;;;;;;;;824;;0
42815;16933;17;996,0588235;;;;;;;48974;14;11647;831,9285714;;;;;;;;;;;;28723;;0
42866;17954,86;17;1056,168235;;;;;;;49011;14;26660;1904,285714;;;;;;;;;;;;581183;;0
42918;16302;17;958,9411765;;;;;;;49025;14;716,89;51,20642857;;;;;;;;;;;;9435;;0
43146;-10556,37;17;-620,9629412;;;;;;;49055;14;19660;1404,285714;;;;;;;;;;;;196508;;0
43147;-2076,09;17;-122,1229412;;;;;;;49210;14;38262;2733;;;;;;;;;;;;3783;;0
43238;42220;17;2483,529412;;;;;;;49410;14;38520,01;2751,429286;;;;;;;;;;;;121377.15;;0
43462;15283;17;899;;;;;;;49426;14;8906,73;636,195;;;;;;;;;;;;9908.25;;0
43535;24551;17;1444,176471;;;;;;;49452;14;41221;2944,357143;;;;;;;;;;;;519037;;0
43759;54416,97;17;3200,998235;;;;;;;49507;14;221237,28;15802,66286;;;;;;;;;;;;88818.19;;0
43819;53304,21;17;3135,541765;;;;;;;48051;14;21505,62;1536,115714;;;;;;;;;;;;208761.55;;0
43885;9796;17;576,2352941;;;;;;;46860;14;46379;3312,785714;;;;;;;;;;;;283494.09;;0
43951;32718;17;1924,588235;;;;;;;37796;14;41685,04;2977,502857;;;;;;;;;;;;408963;;0
44475;139024;17;8177,882353;;;;;;;43007;14;4483,28;320,2342857;;;;;;;;;;;;375254.44;;0
44492;8042;17;473,0588235;;;;;;;45053;14;-19466;-1390,428571;;;;;;;;;;;;111985;;0
44650;104019;17;6118,764706;;;;;;;2353;15;25905,22;1727,014667;;;;;;;;;;;;31955.44;;0
44780;66629,69;17;3919,393529;;;;;;;2571;15;24001;1600,066667;;;;;;;;;;;;404984;;0
44866;30309;17;1782,882353;;;;;;;3354;15;22842;1522,8;;;;;;;;;;;;459891;;0
45110;10161;17;597,7058824;;;;;;;5136;15;45400;3026,666667;;;;;;;;;;;;77190.56;;0
45651;154269,69;17;9074,687647;;;;;;;8815;15;36557;2437,133333;;;;;;;;;;;;441803;;0
45820;99628;17;5860,470588;;;;;;;9237;15;33452,78;2230,185333;;;;;;;;;;;;4424;;0
45965;17108;17;1006,352941;;;;;;;26638;15;41841,36;2789,424;;;;;;;;;;;;358115.73;;0
46112;4081;17;240,0588235;;;;;;;41390;15;22331,12;1488,741333;;;;;;;;;;;;65676;;0
46349;34862;17;2050,705882;;;;;;;41911;15;38979,37;2598,624667;;;;;;;;;;;;220775;;0
46683;942;17;55,41176471;;;;;;;44159;15;17722,59;1181,506;;;;;;;;;;;;655271;;0
47195;223785;17;13163,82353;;;;;;;45914;15;1850;123,3333333;;;;;;;;;;;;615084;;0
47231;40367,59;17;2374,564118;;;;;;;48154;15;43516;2901,066667;;;;;;;;;;;;113846.89;;0
47347;7351,5;17;432,4411765;;;;;;;48155;15;24173;1611,533333;;;;;;;;;;;;219530.93;;0
47430;59234;17;3484,352941;;;;;;;48161;15;56727;3781,8;;;;;;;;;;;;21749;;0
47614;10028;17;589,8823529;;;;;;;48663;15;2666;177,7333333;;;;;;;;;;;;18934;;0
47681;32739;17;1925,823529;;;;;;;46845;15;44558,49;2970,566;;;;;;;;;;;;231578;;0
47729;40074;17;2357,294118;;;;;;;48035;15;24382,23;1625,482;;;;;;;;;;;;196858;;0
47755;10752;17;632,4705882;;;;;;;49382;15;23495;1566,333333;;;;;;;;;;;;498379;;0
47969;38761;17;2280,058824;;;;;;;45523;15;42944;2862,933333;;;;;;;;;;;;78434.02;;0
47975;834229,92;17;49072,34824;;;;;;;42750;15;19501,69;1300,112667;;;;;;;;;;;;87789;;0
48032;14188;17;834,5882353;;;;;;;48782;15;25501,52;1700,101333;;;;;;;;;;;;326929;;0
48363;42391;17;2493,588235;;;;;;;3176;15;11774;784,9333333;;;;;;;;;;;;58985;;0
48382;63079;17;3710,529412;;;;;;;3679;15;51050;3403,333333;;;;;;;;;;;;75545.71;;1
48436;16568;17;974,5882353;;;;;;;3800;15;16488;1099,2;;;;;;;;;;;;117067;;0
48504;76960,39;17;4527,081765;;;;;;;28554;15;64337,94;4289,196;;;;;;;;;;;;229349.37;;0
48567;602929;17;35466,41176;;;;;;;31511;15;78232,74;5215,516;;;;;;;;;;;;497184.04;;0
48681;7394,47;17;434,9688235;;;;;;;32054;15;16108;1073,866667;;;;;;;;;;;;360804.3;;0
48709;147488;17;8675,764706;;;;;;;34812;15;20721,93;1381,462;;;;;;;;;;;;213613.56;;0
48815;145938;17;8584,588235;;;;;;;36175;15;15886;1059,066667;;;;;;;;;;;;508914.96;;0
48969;55332,55;17;3254,855882;;;;;;;36358;15;28916;1927,733333;;;;;;;;;;;;1315792.46;;0
49091;13955,33;17;820,9017647;;;;;;;36426;15;11158;743,8666667;;;;;;;;;;;;267000;;0
49115;86446,42;17;5085,083529;;;;;;;36482;15;69671;4644,733333;;;;;;;;;;;;197723;;1
49145;16758,58;17;985,7988235;;;;;;;36654;15;214906,23;14327,082;;;;;;;;;;;;85636;;0
49218;44127;17;2595,705882;;;;;;;37123;15;8576,68;571,7786667;;;;;;;;;;;;204590;;0
49232;19722;17;1160,117647;;;;;;;37303;15;40614;2707,6;;;;;;;;;;;;75803;;0
49258;9768;17;574,5882353;;;;;;;37396;15;6527,92;435,1946667;;;;;;;;;;;;57973;;0
3882;87848;18;4880,444444;;;;;;;37982;15;15605,07;1040,338;;;;;;;;;;;;201571.75;;0
5190;14484,45;18;804,6916667;;;;;;;38376;15;15452;1030,133333;;;;;;;;;;;;243226.81;;0
8308;66951;18;3719,5;;;;;;;38413;15;14279,29;951,9526667;;;;;;;;;;;;270645;;0
20126;77856,12;18;4325,34;;;;;;;38506;15;28794;1919,6;;;;;;;;;;;;34212;;0
29347;11998;18;666,5555556;;;;;;;38960;15;49414,34;3294,289333;;;;;;;;;;;;107116;;0
30025;54646;18;3035,888889;;;;;;;39008;15;-9451,85;-630,1233333;;;;;;;;;;;;9670;;0
32494;16022,41;18;890,1338889;;;;;;;39137;15;27893,14;1859,542667;;;;;;;;;;;;30282.02;;0
33658;21393;18;1188,5;;;;;;;39398;15;19975;1331,666667;;;;;;;;;;;;161219;;0
33753;81150;18;4508,333333;;;;;;;39694;15;7292;486,1333333;;;;;;;;;;;;484045;;0
34349;16860;18;936,6666667;;;;;;;40027;15;349046;23269,73333;;;;;;;;;;;;394444;;0
36230;61834;18;3435,222222;;;;;;;40453;15;21638,1;1442,54;;;;;;;;;;;;20909.41;;0
36437;85465;18;4748,055556;;;;;;;40473;15;4776;318,4;;;;;;;;;;;;317479;;0
36653;19205,73;18;1066,985;;;;;;;40526;15;43850;2923,333333;;;;;;;;;;;;16170.88;;0
36736;69373;18;3854,055556;;;;;;;40861;15;457019;30467,93333;;;;;;;;;;;;7433.76;;0
36887;10161,89;18;564,5494444;;;;;;;41590;15;8714,55;580,97;;;;;;;;;;;;159288;;0
37061;45996;18;2555,333333;;;;;;;41644;15;21643,2;1442,88;;;;;;;;;;;;9845.31;;0
37721;39183,09;18;2176,838333;;;;;;;42401;15;112751;7516,733333;;;;;;;;;;;;64614.91;;0
38024;48033;18;2668,5;;;;;;;42625;15;48429;3228,6;;;;;;;;;;;;26447.08;;0
38554;64227;18;3568,166667;;;;;;;42725;15;36488;2432,533333;;;;;;;;;;;;72819.41;;0
38720;91706;18;5094,777778;;;;;;;43012;15;29236,93;1949,128667;;;;;;;;;;;;77223;;0
38849;19297,39;18;1072,077222;;;;;;;43212;15;17542,06;1169,470667;;;;;;;;;;;;35715;;0
39374;748;18;41,55555556;;;;;;;43960;15;27904;1860,266667;;;;;;;;;;;;3128;;0
39479;44560;18;2475,555556;;;;;;;44207;15;26174;1744,933333;;;;;;;;;;;;117775;;0
39957;26500,45;18;1472,247222;;;;;;;44236;15;-9473;-631,5333333;;;;;;;;;;;;74160;;0
40192;7401,45;18;411,1916667;;;;;;;44339;15;23153,07;1543,538;;;;;;;;;;;;558525;;0
40498;32460;18;1803,333333;;;;;;;44467;15;5993;399,5333333;;;;;;;;;;;;235495;;0
40548;19427;18;1079,277778;;;;;;;44686;15;14756;983,7333333;;;;;;;;;;;;350049;;0
40865;17955;18;997,5;;;;;;;44875;15;17157,41;1143,827333;;;;;;;;;;;;70899;;0
40893;9335;18;518,6111111;;;;;;;45147;15;30912;2060,8;;;;;;;;;;;;95132;;0
40927;39604;18;2200,222222;;;;;;;45181;15;542828;36188,53333;;;;;;;;;;;;76001;;0
40947;82495;18;4583,055556;;;;;;;45345;15;26494;1766,266667;;;;;;;;;;;;954264.69;;0
41029;340900;18;18938,88889;;;;;;;45360;15;48127,81;3208,520667;;;;;;;;;;;;187238.03;;0
41124;-4952;18;-275,1111111;;;;;;;45375;15;51335;3422,333333;;;;;;;;;;;;611174.17;;0
41178;16540;18;918,8888889;;;;;;;45412;15;18066;1204,4;;;;;;;;;;;;328146;;0
41385;47794;18;2655,222222;;;;;;;45986;15;37899;2526,6;;;;;;;;;;;;304488.11;;0
41451;46694;18;2594,111111;;;;;;;46116;15;14735;982,3333333;;;;;;;;;;;;145965;;0
41569;38760,66;18;2153,37;;;;;;;46285;15;2892,06;192,804;;;;;;;;;;;;149254.46;;0
41750;19724;18;1095,777778;;;;;;;46335;15;15351;1023,4;;;;;;;;;;;;1183369.49;;1
41857;17370,56;18;965,0311111;;;;;;;46378;15;54500;3633,333333;;;;;;;;;;;;113459;;1
42029;61732,93;18;3429,607222;;;;;;;46395;15;18639;1242,6;;;;;;;;;;;;14860;;0
42346;46021;18;2556,722222;;;;;;;46564;15;30039;2002,6;;;;;;;;;;;;99083;;0
42571;20467;18;1137,055556;;;;;;;46599;15;99720,08;6648,005333;;;;;;;;;;;;185340;;0
42611;18648,17;18;1036,009444;;;;;;;46618;15;22479;1498,6;;;;;;;;;;;;252644;;0
42754;38298,79;18;2127,710556;;;;;;;46695;15;431771,32;28784,75467;;;;;;;;;;;;66452.44;;0
42806;76283;18;4237,944444;;;;;;;46786;15;20344,5;1356,3;;;;;;;;;;;;685423.23;;0
43167;19185;18;1065,833333;;;;;;;46846;15;182010,87;12134,058;;;;;;;;;;;;67799.21;;0
43196;46166;18;2564,777778;;;;;;;46926;15;38005;2533,666667;;;;;;;;;;;;38928.83;;0
43259;45408;18;2522,666667;;;;;;;46960;15;17637;1175,8;;;;;;;;;;;;105677.08;;0
43455;6108,46;18;339,3588889;;;;;;;47098;15;10096;673,0666667;;;;;;;;;;;;42247;;0
43494;19979;18;1109,944444;;;;;;;47192;15;2277;151,8;;;;;;;;;;;;8324;;0
43798;18266;18;1014,777778;;;;;;;47298;15;47863;3190,866667;;;;;;;;;;;;180885;;0
43839;55150;18;3063,888889;;;;;;;47392;15;14004;933,6;;;;;;;;;;;;170397;;0
43912;36242;18;2013,444444;;;;;;;47653;15;27594,65;1839,643333;;;;;;;;;;;;117129;;0
44013;23195;18;1288,611111;;;;;;;47675;15;4603;306,8666667;;;;;;;;;;;;14642;;0
44037;16364;18;909,1111111;;;;;;;47733;15;17136;1142,4;;;;;;;;;;;;179103;;0
44235;22458;18;1247,666667;;;;;;;47739;15;23247;1549,8;;;;;;;;;;;;57773;;0
44413;35712,1;18;1984,005556;;;;;;;47864;15;42391,42;2826,094667;;;;;;;;;;;;113825;;0
44472;57879,71;18;3215,539444;;;;;;;47895;15;45365,8;3024,386667;;;;;;;;;;;;20266;;0
44520;21141,94;18;1174,552222;;;;;;;47947;15;37995;2533;;;;;;;;;;;;187889;;0
44530;65977;18;3665,388889;;;;;;;47981;15;10039;669,2666667;;;;;;;;;;;;567269;;0
44598;45224,21;18;2512,456111;;;;;;;47991;15;900241,48;60016,09867;;;;;;;;;;;;222423;;0
44639;17875;18;993,0555556;;;;;;;48175;15;41472;2764,8;;;;;;;;;;;;17198.02;;0
44956;100913;18;5606,277778;;;;;;;48380;15;12283;818,8666667;;;;;;;;;;;;95673.52;;0
44988;92389;18;5132,722222;;;;;;;48655;15;7032,21;468,814;;;;;;;;;;;;28419.37;;0
45012;45161;18;2508,944444;;;;;;;48732;15;-69386,96;-4625,797333;;;;;;;;;;;;107408.74;;0
45066;9296;18;516,4444444;;;;;;;48983;15;14670;978;;;;;;;;;;;;278546;;0
45068;55538;18;3085,444444;;;;;;;48999;15;38096,69;2539,779333;;;;;;;;;;;;238141;;0
45242;30085,19;18;1671,399444;;;;;;;49005;15;27914;1860,933333;;;;;;;;;;;;181603.69;;0
45253;28585;18;1588,055556;;;;;;;49014;15;52533;3502,2;;;;;;;;;;;;138124;;0
45960;48877;18;2715,388889;;;;;;;49101;15;4306,77;287,118;;;;;;;;;;;;83039;;0
46093;1901;18;105,6111111;;;;;;;49243;15;112013;7467,533333;;;;;;;;;;;;242112;;0
46117;51558,6;18;2864,366667;;;;;;;49298;15;37524;2501,6;;;;;;;;;;;;26557;;0
46345;68003;18;3777,944444;;;;;;;49372;15;23562,54;1570,836;;;;;;;;;;;;437424.99;;0
46537;39287;18;2182,611111;;;;;;;49415;15;14489;965,9333333;;;;;;;;;;;;180175.47;;0
46901;76267;18;4237,055556;;;;;;;49425;15;35917;2394,466667;;;;;;;;;;;;209706;;0
46910;860278;18;47793,22222;;;;;;;49430;15;50126;3341,733333;;;;;;;;;;;;4284;;0
47075;41283;18;2293,5;;;;;;;33968;15;85768,96;5717,930667;;;;;;;;;;;;6053.96;;0
47253;24547,54;18;1363,752222;;;;;;;45244;15;16307,61;1087,174;;;;;;;;;;;;36560.45;;0
47302;30335;18;1685,277778;;;;;;;46873;15;14642,82;976,188;;;;;;;;;;;;13179.5;;0
47606;100900;18;5605,555556;;;;;;;40696;15;24767,09;1651,139333;;;;;;;;;;;;377055.34;;0
47700;35983;18;1999,055556;;;;;;;46101;15;7939;529,2666667;;;;;;;;;;;;148472;;1
47731;36830;18;2046,111111;;;;;;;46319;15;9849;656,6;;;;;;;;;;;;495240;;0
47758;20848;18;1158,222222;;;;;;;47550;15;23613;1574,2;;;;;;;;;;;;25095.16;;0
47766;53446;18;2969,222222;;;;;;;2565;16;29585;1849,0625;;;;;;;;;;;;94391.19;;0
47872;-259969;18;-14442,72222;;;;;;;5715;16;38834;2427,125;;;;;;;;;;;;169336.11;;0
47948;49592;18;2755,111111;;;;;;;29602;16;17389,32;1086,8325;;;;;;;;;;;;16089.24;;0
47966;66941,53;18;3718,973889;;;;;;;35549;16;29648;1853;;;;;;;;;;;;12061.16;;0
47992;37979,01;18;2109,945;;;;;;;41216;16;19216,83;1201,051875;;;;;;;;;;;;11179.88;;0
48190;45060;18;2503,333333;;;;;;;48416;16;34956,89;2184,805625;;;;;;;;;;;;35023.63;;0
48272;23513;18;1306,277778;;;;;;;48970;16;6923,61;432,725625;;;;;;;;;;;;118518.45;;0
48284;35477;18;1970,944444;;;;;;;49498;16;75394;4712,125;;;;;;;;;;;;62922.83;;0
48519;17766;18;987;;;;;;;49526;16;47299,48;2956,2175;;;;;;;;;;;;339752.18;;0
48605;42832,6;18;2379,588889;;;;;;;5146;16;35335,76;2208,485;;;;;;;;;;;;75700.79;;0
48649;65199;18;3622,166667;;;;;;;49217;16;42990;2686,875;;;;;;;;;;;;146512.52;;0
48795;588438;18;32691;;;;;;;39047;16;34146,67;2134,166875;;;;;;;;;;;;214015.35;;0
48830;79683;18;4426,833333;;;;;;;47632;16;25693;1605,8125;;;;;;;;;;;;160155;;0
48984;38206,32;18;2122,573333;;;;;;;6701;16;29265;1829,0625;;;;;;;;;;;;1334032;;0
48990;15553,48;18;864,0822222;;;;;;;27673;16;87087;5442,9375;;;;;;;;;;;;43786.81;;1
49205;122368;18;6798,222222;;;;;;;30697;16;13780;861,25;;;;;;;;;;;;643572.98;;0
49244;17994;18;999,6666667;;;;;;;31058;16;19394,77;1212,173125;;;;;;;;;;;;677730.54;;0
49406;43543;18;2419,055556;;;;;;;31614;16;114299;7143,6875;;;;;;;;;;;;196910;;0
49447;33789;18;1877,166667;;;;;;;31884;16;19630,58;1226,91125;;;;;;;;;;;;107236;;0
2560;13793;19;725,9473684;;;;;;;33749;16;70507;4406,6875;;;;;;;;;;;;158938;;1
4726;29624;19;1559,157895;;;;;;;34007;16;20716;1294,75;;;;;;;;;;;;235432.26;;0
7829;49074;19;2582,842105;;;;;;;35669;16;16507;1031,6875;;;;;;;;;;;;89391.78;;0
18649;22695;19;1194,473684;;;;;;;36574;16;16708;1044,25;;;;;;;;;;;;222312;;0
25179;65113,39;19;3427,020526;;;;;;;36793;16;20005;1250,3125;;;;;;;;;;;;92098;;0
31521;70487;19;3709,842105;;;;;;;37764;16;51187;3199,1875;;;;;;;;;;;;90684;;0
31918;24784;19;1304,421053;;;;;;;38542;16;67485;4217,8125;;;;;;;;;;;;432148;;0
33253;9650,3;19;507,9105263;;;;;;;38605;16;345973;21623,3125;;;;;;;;;;;;32676.31;;0
33603;82900;19;4363,157895;;;;;;;38881;16;33738;2108,625;;;;;;;;;;;;156527;;0
35527;42097;19;2215,631579;;;;;;;39015;16;22432;1402;;;;;;;;;;;;352753;;0
35648;55812;19;2937,473684;;;;;;;39264;16;12971;810,6875;;;;;;;;;;;;159201.25;;0
36427;9705;19;510,7894737;;;;;;;40147;16;66884;4180,25;;;;;;;;;;;;476280.82;;0
36871;62351,37;19;3281,651053;;;;;;;40202;16;460;28,75;;;;;;;;;;;;31748.22;;0
38387;20700,19;19;1089,483684;;;;;;;40444;16;21820;1363,75;;;;;;;;;;;;147063;;0
38710;7693;19;404,8947368;;;;;;;40573;16;10635,75;664,734375;;;;;;;;;;;;268830;;0
39452;51329;19;2701,526316;;;;;;;40593;16;4293;268,3125;;;;;;;;;;;;109499;;0
39649;58793,94;19;3094,417895;;;;;;;40650;16;16652,59;1040,786875;;;;;;;;;;;;315934;;0
40413;31349,72;19;1649,985263;;;;;;;40835;16;598076;37379,75;;;;;;;;;;;;44930;;0
40530;68926;19;3627,684211;;;;;;;40924;16;40592;2537;;;;;;;;;;;;39497;;0
40541;29970,09;19;1577,373158;;;;;;;41416;16;3163;197,6875;;;;;;;;;;;;174327;;0
40951;19924;19;1048,631579;;;;;;;41502;16;173255,64;10828,4775;;;;;;;;;;;;337719;;0
41047;39100;19;2057,894737;;;;;;;41593;16;30489,48;1905,5925;;;;;;;;;;;;357599;;0
41316;22871;19;1203,736842;;;;;;;42109;16;35014;2188,375;;;;;;;;;;;;174676;;0
41383;49794;19;2620,736842;;;;;;;42378;16;12268,24;766,765;;;;;;;;;;;;206405;;0
41825;57347,74;19;3018,302105;;;;;;;42749;16;17858;1116,125;;;;;;;;;;;;281724;;0
41826;45408,62;19;2389,927368;;;;;;;42766;16;27059;1691,1875;;;;;;;;;;;;370239;;0
41985;30190,1;19;1588,952632;;;;;;;42785;16;14462,56;903,91;;;;;;;;;;;;179605.96;;0
